post_id,split,text,tokens,label,target_groups,rationale_mask,rationale_tokens,annotator_id,n_tokens,n_rationale_tokens,has_rationale,majority_label,majority_rationale_mask,majority_rationale_tokens
18696652_gab,train,<user> condoning drug use not kike at all thanks for that disclosure,"[""<user>"", ""condoning"", ""drug"", ""use"", ""not"", ""kike"", ""at"", ""all"", ""thanks"", ""for"", ""that"", ""disclosure""]",offensive,Jewish,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[""kike""]",11,12,1,True,offensive,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[""kike""]"
15544666_gab,train,lol what a stupid kike,"[""lol"", ""what"", ""a"", ""stupid"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 1]","[""kike""]",9,5,1,True,hatespeech,"[0, 0, 0, 0, 1]","[""kike""]"
15544666_gab,train,lol what a stupid kike,"[""lol"", ""what"", ""a"", ""stupid"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 1]","[""kike""]",4,5,1,True,hatespeech,"[0, 0, 0, 0, 1]","[""kike""]"
12533510_gab,train,this sounds like a kike national socialist,"[""this"", ""sounds"", ""like"", ""a"", ""kike"", ""national"", ""socialist""]",hatespeech,Jewish,"[0, 0, 0, 0, 1, 0, 0]","[""kike""]",9,7,1,True,hatespeech,"[0, 0, 0, 0, 1, 0, 0]","[""kike""]"
12533510_gab,train,this sounds like a kike national socialist,"[""this"", ""sounds"", ""like"", ""a"", ""kike"", ""national"", ""socialist""]",hatespeech,Jewish,"[0, 0, 0, 0, 1, 0, 0]","[""kike""]",4,7,1,True,hatespeech,"[0, 0, 0, 0, 1, 0, 0]","[""kike""]"
22421440_gab,train,if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life,"[""if"", ""i"", ""hear"", ""the"", ""phrase"", ""white"", ""privilege"", ""one"", ""more"", ""time"", ""i"", ""am"", ""going"", ""to"", ""opt"", ""to"", ""come"", ""back"", ""in"", ""my"", ""next"", ""life"", ""as"", ""a"", ""black"", ""hispanic"", ""latino"", ""illegal"", ""muslim"", ""jewish"", ""faggot"", ""feminist"", ""queer"", ""gay"", ""lesbian"", ""dike"", ""transgender"", ""piece"", ""of"", ""shit"", ""in"", ""other"", ""words"", ""everything"", ""i"", ""have"", ""not"", ""been"", ""in"", ""this"", ""life""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""black"", ""hispanic"", ""latino"", ""illegal"", ""muslim"", ""jewish"", ""faggot"", ""feminist"", ""queer"", ""gay"", ""lesbian"", ""dike"", ""transgender"", ""piece"", ""of"", ""shit""]",4,51,16,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""illegal"", ""muslim"", ""jewish"", ""faggot"", ""feminist"", ""queer"", ""gay"", ""dike"", ""transgender"", ""piece"", ""of"", ""shit""]"
16637220_gab,test,they are going to figure out a way to kike bitcoin,"[""they"", ""are"", ""going"", ""to"", ""figure"", ""out"", ""a"", ""way"", ""to"", ""kike"", ""bitcoin""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""kike""]",23,11,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""kike""]"
16637220_gab,test,they are going to figure out a way to kike bitcoin,"[""they"", ""are"", ""going"", ""to"", ""figure"", ""out"", ""a"", ""way"", ""to"", ""kike"", ""bitcoin""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""kike""]",24,11,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""kike""]"
16637220_gab,test,they are going to figure out a way to kike bitcoin,"[""they"", ""are"", ""going"", ""to"", ""figure"", ""out"", ""a"", ""way"", ""to"", ""kike"", ""bitcoin""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""kike""]",4,11,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""kike""]"
4120510_gab,train,<user> the cunt of a retarded nigger pissed beads of shit into asshole of a jew kike,"[""<user>"", ""the"", ""cunt"", ""of"", ""a"", ""retarded"", ""nigger"", ""pissed"", ""beads"", ""of"", ""shit"", ""into"", ""asshole"", ""of"", ""a"", ""jew"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[""retarded"", ""nigger"", ""jew"", ""kike""]",23,17,4,True,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[""retarded"", ""nigger"", ""jew"", ""kike""]"
4120510_gab,train,<user> the cunt of a retarded nigger pissed beads of shit into asshole of a jew kike,"[""<user>"", ""the"", ""cunt"", ""of"", ""a"", ""retarded"", ""nigger"", ""pissed"", ""beads"", ""of"", ""shit"", ""into"", ""asshole"", ""of"", ""a"", ""jew"", ""kike""]",hatespeech,Jewish,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[""cunt"", ""retarded"", ""nigger"", ""jew"", ""kike""]",24,17,5,True,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[""retarded"", ""nigger"", ""jew"", ""kike""]"
4120510_gab,train,<user> the cunt of a retarded nigger pissed beads of shit into asshole of a jew kike,"[""<user>"", ""the"", ""cunt"", ""of"", ""a"", ""retarded"", ""nigger"", ""pissed"", ""beads"", ""of"", ""shit"", ""into"", ""asshole"", ""of"", ""a"", ""jew"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[""retarded"", ""nigger"", ""kike""]",25,17,3,True,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[""retarded"", ""nigger"", ""jew"", ""kike""]"
2992367_gab,train,<user> you first kike,"[""<user>"", ""you"", ""first"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 1]","[""kike""]",26,4,1,True,hatespeech,"[0, 0, 0, 1]","[""kike""]"
2992367_gab,train,<user> you first kike,"[""<user>"", ""you"", ""first"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 1]","[""kike""]",17,4,1,True,hatespeech,"[0, 0, 0, 1]","[""kike""]"
2992367_gab,train,<user> you first kike,"[""<user>"", ""you"", ""first"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 1]","[""kike""]",4,4,1,True,hatespeech,"[0, 0, 0, 1]","[""kike""]"
27064690_gab,train,jew should be hated they are a disease that needs to eradicated from among white folk they and their subhuman nigger and arab foot soldiers are the enemy their annihilation is not up for negotiation,"[""jew"", ""should"", ""be"", ""hated"", ""they"", ""are"", ""a"", ""disease"", ""that"", ""needs"", ""to"", ""eradicated"", ""from"", ""among"", ""white"", ""folk"", ""they"", ""and"", ""their"", ""subhuman"", ""nigger"", ""and"", ""arab"", ""foot"", ""soldiers"", ""are"", ""the"", ""enemy"", ""their"", ""annihilation"", ""is"", ""not"", ""up"", ""for"", ""negotiation""]",hatespeech,Jewish,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""jew"", ""should"", ""be"", ""hated"", ""subhuman"", ""nigger"", ""arab"", ""foot""]",17,35,8,True,hatespeech,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""jew"", ""should"", ""be"", ""hated"", ""subhuman"", ""nigger"", ""arab"", ""foot""]"
27064690_gab,train,jew should be hated they are a disease that needs to eradicated from among white folk they and their subhuman nigger and arab foot soldiers are the enemy their annihilation is not up for negotiation,"[""jew"", ""should"", ""be"", ""hated"", ""they"", ""are"", ""a"", ""disease"", ""that"", ""needs"", ""to"", ""eradicated"", ""from"", ""among"", ""white"", ""folk"", ""they"", ""and"", ""their"", ""subhuman"", ""nigger"", ""and"", ""arab"", ""foot"", ""soldiers"", ""are"", ""the"", ""enemy"", ""their"", ""annihilation"", ""is"", ""not"", ""up"", ""for"", ""negotiation""]",hatespeech,Jewish,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[""jew"", ""should"", ""be"", ""hated"", ""subhuman"", ""nigger"", ""and"", ""arab"", ""foot"", ""soldiers"", ""their"", ""annihilation"", ""is"", ""not"", ""up"", ""for"", ""negotiation""]",4,35,17,True,hatespeech,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""jew"", ""should"", ""be"", ""hated"", ""subhuman"", ""nigger"", ""arab"", ""foot""]"
24977683_gab,train,lol that why i wear them i have had many confrontations with the pos muzzies and black panther scum,"[""lol"", ""that"", ""why"", ""i"", ""wear"", ""them"", ""i"", ""have"", ""had"", ""many"", ""confrontations"", ""with"", ""the"", ""pos"", ""muzzies"", ""and"", ""black"", ""panther"", ""scum""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[""muzzies""]",25,19,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[""pos"", ""muzzies""]"
10504469_gab,train,reminds me of a college fundraiser to help a kike family rebuild their burnt house the father was a magistrado which is like a high court judge so they were richer than most of the other students families,"[""reminds"", ""me"", ""of"", ""a"", ""college"", ""fundraiser"", ""to"", ""help"", ""a"", ""kike"", ""family"", ""rebuild"", ""their"", ""burnt"", ""house"", ""the"", ""father"", ""was"", ""a"", ""magistrado"", ""which"", ""is"", ""like"", ""a"", ""high"", ""court"", ""judge"", ""so"", ""they"", ""were"", ""richer"", ""than"", ""most"", ""of"", ""the"", ""other"", ""students"", ""families""]",offensive,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]",7,38,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
10504469_gab,train,reminds me of a college fundraiser to help a kike family rebuild their burnt house the father was a magistrado which is like a high court judge so they were richer than most of the other students families,"[""reminds"", ""me"", ""of"", ""a"", ""college"", ""fundraiser"", ""to"", ""help"", ""a"", ""kike"", ""family"", ""rebuild"", ""their"", ""burnt"", ""house"", ""the"", ""father"", ""was"", ""a"", ""magistrado"", ""which"", ""is"", ""like"", ""a"", ""high"", ""court"", ""judge"", ""so"", ""they"", ""were"", ""richer"", ""than"", ""most"", ""of"", ""the"", ""other"", ""students"", ""families""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]",27,38,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
10504469_gab,train,reminds me of a college fundraiser to help a kike family rebuild their burnt house the father was a magistrado which is like a high court judge so they were richer than most of the other students families,"[""reminds"", ""me"", ""of"", ""a"", ""college"", ""fundraiser"", ""to"", ""help"", ""a"", ""kike"", ""family"", ""rebuild"", ""their"", ""burnt"", ""house"", ""the"", ""father"", ""was"", ""a"", ""magistrado"", ""which"", ""is"", ""like"", ""a"", ""high"", ""court"", ""judge"", ""so"", ""they"", ""were"", ""richer"", ""than"", ""most"", ""of"", ""the"", ""other"", ""students"", ""families""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]",4,38,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
14564271_gab,train,i tire with you all day same just blah blah blah kike you will see it a dream cheese puff boy go bed it a school night 😉,"[""i"", ""tire"", ""with"", ""you"", ""all"", ""day"", ""same"", ""just"", ""blah"", ""blah"", ""blah"", ""kike"", ""you"", ""will"", ""see"", ""it"", ""a"", ""dream"", ""cheese"", ""puff"", ""boy"", ""go"", ""bed"", ""it"", ""a"", ""school"", ""night"", ""\ud83d\ude09""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]",4,28,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
14564271_gab,train,i tire with you all day same just blah blah blah kike you will see it a dream cheese puff boy go bed it a school night 😉,"[""i"", ""tire"", ""with"", ""you"", ""all"", ""day"", ""same"", ""just"", ""blah"", ""blah"", ""blah"", ""kike"", ""you"", ""will"", ""see"", ""it"", ""a"", ""dream"", ""cheese"", ""puff"", ""boy"", ""go"", ""bed"", ""it"", ""a"", ""school"", ""night"", ""\ud83d\ude09""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]",27,28,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
14564271_gab,train,i tire with you all day same just blah blah blah kike you will see it a dream cheese puff boy go bed it a school night 😉,"[""i"", ""tire"", ""with"", ""you"", ""all"", ""day"", ""same"", ""just"", ""blah"", ""blah"", ""blah"", ""kike"", ""you"", ""will"", ""see"", ""it"", ""a"", ""dream"", ""cheese"", ""puff"", ""boy"", ""go"", ""bed"", ""it"", ""a"", ""school"", ""night"", ""\ud83d\ude09""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]",25,28,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
23463421_gab,train,nd only <percent> nigger but jewish culture should be taken into account here thanks jews,"[""nd"", ""only"", ""<percent>"", ""nigger"", ""but"", ""jewish"", ""culture"", ""should"", ""be"", ""taken"", ""into"", ""account"", ""here"", ""thanks"", ""jews""]",hatespeech,Jewish,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[""nigger"", ""thanks"", ""jews""]",30,15,3,True,hatespeech,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""nigger""]"
23463421_gab,train,nd only <percent> nigger but jewish culture should be taken into account here thanks jews,"[""nd"", ""only"", ""<percent>"", ""nigger"", ""but"", ""jewish"", ""culture"", ""should"", ""be"", ""taken"", ""into"", ""account"", ""here"", ""thanks"", ""jews""]",hatespeech,Jewish,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[""nigger"", ""jewish"", ""culture""]",32,15,3,True,hatespeech,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""nigger""]"
1091106800408190976_twitter,val,tfw jews want to ban p*rn <censored> tfw now i agree with jews tfw i change my ideals get owned jews,"[""tfw"", ""jews"", ""want"", ""to"", ""ban"", ""p*rn"", ""<censored>"", ""tfw"", ""now"", ""i"", ""agree"", ""with"", ""jews"", ""tfw"", ""i"", ""change"", ""my"", ""ideals"", ""get"", ""owned"", ""jews""]",offensive,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[""jews""]",25,21,1,True,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[""jews"", ""get"", ""owned"", ""jews""]"
1091106800408190976_twitter,val,tfw jews want to ban p*rn <censored> tfw now i agree with jews tfw i change my ideals get owned jews,"[""tfw"", ""jews"", ""want"", ""to"", ""ban"", ""p*rn"", ""<censored>"", ""tfw"", ""now"", ""i"", ""agree"", ""with"", ""jews"", ""tfw"", ""i"", ""change"", ""my"", ""ideals"", ""get"", ""owned"", ""jews""]",offensive,Jewish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[""get"", ""owned"", ""jews""]",6,21,3,True,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[""jews"", ""get"", ""owned"", ""jews""]"
1091106800408190976_twitter,val,tfw jews want to ban p*rn <censored> tfw now i agree with jews tfw i change my ideals get owned jews,"[""tfw"", ""jews"", ""want"", ""to"", ""ban"", ""p*rn"", ""<censored>"", ""tfw"", ""now"", ""i"", ""agree"", ""with"", ""jews"", ""tfw"", ""i"", ""change"", ""my"", ""ideals"", ""get"", ""owned"", ""jews""]",offensive,Jewish,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[""jews"", ""jews"", ""get"", ""owned"", ""jews""]",3,21,5,True,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[""jews"", ""get"", ""owned"", ""jews""]"
23018207_gab,train,you are next kike,"[""you"", ""are"", ""next"", ""kike""]",hatespeech,Jewish,"[1, 1, 1, 1]","[""you"", ""are"", ""next"", ""kike""]",40,4,4,True,hatespeech,"[0, 0, 0, 1]","[""kike""]"
23018207_gab,train,you are next kike,"[""you"", ""are"", ""next"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 1]","[""kike""]",27,4,1,True,hatespeech,"[0, 0, 0, 1]","[""kike""]"
23018207_gab,train,you are next kike,"[""you"", ""are"", ""next"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 1]","[""kike""]",4,4,1,True,hatespeech,"[0, 0, 0, 1]","[""kike""]"
22676555_gab,train,lol get a load of this kike,"[""lol"", ""get"", ""a"", ""load"", ""of"", ""this"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 1]","[""kike""]",44,7,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 1]","[""kike""]"
22676555_gab,train,lol get a load of this kike,"[""lol"", ""get"", ""a"", ""load"", ""of"", ""this"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 1]","[""kike""]",46,7,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 1]","[""kike""]"
22676555_gab,train,lol get a load of this kike,"[""lol"", ""get"", ""a"", ""load"", ""of"", ""this"", ""kike""]",hatespeech,Jewish,"[0, 0, 0, 0, 0, 0, 1]","[""kike""]",45,7,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 1]","[""kike""]"
