post_id,split,text,tokens,label,target_groups,rationale_mask,rationale_tokens,annotator_id,n_tokens,n_rationale_tokens,has_rationale,majority_label,majority_rationale_mask,majority_rationale_tokens
1178864197884616704_twitter,train,<user> <user> <user> <user> kick that raghead out of america,"[""<user>"", ""<user>"", ""<user>"", ""<user>"", ""kick"", ""that"", ""raghead"", ""out"", ""of"", ""america""]",offensive,Arab,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[""raghead""]",58,10,1,True,hatespeech,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[""kick"", ""that"", ""raghead"", ""out""]"
1178864197884616704_twitter,train,<user> <user> <user> <user> kick that raghead out of america,"[""<user>"", ""<user>"", ""<user>"", ""<user>"", ""kick"", ""that"", ""raghead"", ""out"", ""of"", ""america""]",hatespeech,Arab,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[""kick"", ""that"", ""raghead"", ""out"", ""of"", ""america""]",18,10,6,True,hatespeech,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[""kick"", ""that"", ""raghead"", ""out""]"
15511986_gab,val,we need to change the priority of the refugee program we will take all white south afrikans pariotic britains frenchies germies swedes etc persecuted christians let the invaders finish their countries full of muzzrats liberals off,"[""we"", ""need"", ""to"", ""change"", ""the"", ""priority"", ""of"", ""the"", ""refugee"", ""program"", ""we"", ""will"", ""take"", ""all"", ""white"", ""south"", ""afrikans"", ""pariotic"", ""britains"", ""frenchies"", ""germies"", ""swedes"", ""etc"", ""persecuted"", ""christians"", ""let"", ""the"", ""invaders"", ""finish"", ""their"", ""countries"", ""full"", ""of"", ""muzzrats"", ""liberals"", ""off""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[""muzzrats""]",64,36,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[""muzzrats""]"
1179014962741743616_twitter,train,<user> coming from a rag head no less,"[""<user>"", ""coming"", ""from"", ""a"", ""rag"", ""head"", ""no"", ""less""]",hatespeech,Arab,"[0, 0, 0, 0, 1, 1, 0, 0]","[""rag"", ""head""]",22,8,2,True,hatespeech,"[0, 0, 0, 0, 1, 1, 0, 0]","[""rag"", ""head""]"
1179014962741743616_twitter,train,<user> coming from a rag head no less,"[""<user>"", ""coming"", ""from"", ""a"", ""rag"", ""head"", ""no"", ""less""]",hatespeech,Arab,"[0, 0, 0, 0, 1, 1, 0, 0]","[""rag"", ""head""]",4,8,2,True,hatespeech,"[0, 0, 0, 0, 1, 1, 0, 0]","[""rag"", ""head""]"
11313761_gab,train,<user> i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor,"[""<user>"", ""i"", ""could"", ""not"", ""quit"", ""laughing"", ""at"", ""it"", ""yesterday"", ""white"", ""cucks"", ""out"", ""in"", ""their"", ""bass"", ""boats"", ""risking"", ""their"", ""lives"", ""to"", ""save"", ""the"", ""niggers"", ""and"", ""mexicans"", ""seriously"", ""fuck"", ""those"", ""cucks"", ""fuck"", ""the"", ""brown"", ""people"", ""and"", ""fuck"", ""all"", ""the"", ""non"", ""texans"", ""who"", ""have"", ""moved"", ""in"", ""there"", ""oh"", ""and"", ""fuck"", ""the"", ""nigger"", ""mayor""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[""niggers"", ""and"", ""mexicans"", ""fuck"", ""the"", ""brown"", ""people"", ""fuck"", ""the"", ""nigger"", ""mayor""]",4,50,11,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[""niggers"", ""fuck"", ""the"", ""brown"", ""people"", ""fuck"", ""the"", ""nigger"", ""mayor""]"
25319944_gab,train,just saw on here that he used to go by the name of joker on twitter if so then i am pretty sure i have come across this paki creature in passing before my ban hes not very popular on there is he,"[""just"", ""saw"", ""on"", ""here"", ""that"", ""he"", ""used"", ""to"", ""go"", ""by"", ""the"", ""name"", ""of"", ""joker"", ""on"", ""twitter"", ""if"", ""so"", ""then"", ""i"", ""am"", ""pretty"", ""sure"", ""i"", ""have"", ""come"", ""across"", ""this"", ""paki"", ""creature"", ""in"", ""passing"", ""before"", ""my"", ""ban"", ""hes"", ""not"", ""very"", ""popular"", ""on"", ""there"", ""is"", ""he""]",offensive,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""paki"", ""creature""]",56,43,2,True,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""paki"", ""creature""]"
1179094068338409473_twitter,val,<user> <user> notice the towelhead music in the background,"[""<user>"", ""<user>"", ""notice"", ""the"", ""towelhead"", ""music"", ""in"", ""the"", ""background""]",hatespeech,Arab,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","[""towelhead""]",44,9,1,True,hatespeech,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","[""towelhead""]"
1179094068338409473_twitter,val,<user> <user> notice the towelhead music in the background,"[""<user>"", ""<user>"", ""notice"", ""the"", ""towelhead"", ""music"", ""in"", ""the"", ""background""]",hatespeech,Arab,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","[""towelhead""]",4,9,1,True,hatespeech,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","[""towelhead""]"
1179094068338409473_twitter,val,<user> <user> notice the towelhead music in the background,"[""<user>"", ""<user>"", ""notice"", ""the"", ""towelhead"", ""music"", ""in"", ""the"", ""background""]",offensive,Arab,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","[""towelhead""]",58,9,1,True,hatespeech,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","[""towelhead""]"
27698974_gab,train,of course this muzrat actually looks like a rat is trying to cause trouble the brexit marchers will be blamed for the trouble and then a ban will be put on any future brexit or free tommy marches,"[""of"", ""course"", ""this"", ""muzrat"", ""actually"", ""looks"", ""like"", ""a"", ""rat"", ""is"", ""trying"", ""to"", ""cause"", ""trouble"", ""the"", ""brexit"", ""marchers"", ""will"", ""be"", ""blamed"", ""for"", ""the"", ""trouble"", ""and"", ""then"", ""a"", ""ban"", ""will"", ""be"", ""put"", ""on"", ""any"", ""future"", ""brexit"", ""or"", ""free"", ""tommy"", ""marches""]",hatespeech,Arab,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""muzrat""]",46,38,1,True,hatespeech,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""muzrat""]"
25489107_gab,val,to the gallows with this sand nigger junk foodie faggot,"[""to"", ""the"", ""gallows"", ""with"", ""this"", ""sand"", ""nigger"", ""junk"", ""foodie"", ""faggot""]",hatespeech,Arab,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[""this"", ""sand"", ""nigger"", ""junk"", ""foodie"", ""faggot""]",4,10,6,True,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[""sand"", ""nigger"", ""faggot""]"
25489107_gab,val,to the gallows with this sand nigger junk foodie faggot,"[""to"", ""the"", ""gallows"", ""with"", ""this"", ""sand"", ""nigger"", ""junk"", ""foodie"", ""faggot""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[""sand"", ""nigger"", ""faggot""]",6,10,3,True,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[""sand"", ""nigger"", ""faggot""]"
14035101_gab,train,non white and kike we are coming for you a white revolution is on its way,"[""non"", ""white"", ""and"", ""kike"", ""we"", ""are"", ""coming"", ""for"", ""you"", ""a"", ""white"", ""revolution"", ""is"", ""on"", ""its"", ""way""]",hatespeech,Arab,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[""non"", ""white"", ""and"", ""kike"", ""we"", ""are"", ""coming"", ""for"", ""you"", ""white"", ""revolution""]",4,16,11,True,hatespeech,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kike""]"
1178728443783127040_twitter,train,<user> fuck you raghead,"[""<user>"", ""fuck"", ""you"", ""raghead""]",hatespeech,Arab,"[0, 0, 0, 1]","[""raghead""]",4,4,1,True,hatespeech,"[0, 0, 0, 1]","[""raghead""]"
1178852220424445952_twitter,val,<user> a rag makes her a rag head,"[""<user>"", ""a"", ""rag"", ""makes"", ""her"", ""a"", ""rag"", ""head""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 1, 1]","[""rag"", ""head""]",4,8,2,True,hatespeech,"[0, 0, 0, 0, 0, 0, 1, 1]","[""rag"", ""head""]"
20856410_gab,train,we should ship guns to europeans so they can purge the filthy scum that was brought upon their door steps since obamass did not have a problem arming drug cartels and his muzzie buddies,"[""we"", ""should"", ""ship"", ""guns"", ""to"", ""europeans"", ""so"", ""they"", ""can"", ""purge"", ""the"", ""filthy"", ""scum"", ""that"", ""was"", ""brought"", ""upon"", ""their"", ""door"", ""steps"", ""since"", ""obamass"", ""did"", ""not"", ""have"", ""a"", ""problem"", ""arming"", ""drug"", ""cartels"", ""and"", ""his"", ""muzzie"", ""buddies""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""muzzie""]",46,34,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[""muzzie""]"
1178251992801533952_twitter,test,mohammad bin salman al saud ordered the bone sawing of an american journalist i said only thing i wanna see or hear from that camel jockey prince is screams bone sawing him up live on t.v. and twitter gives me <number> hrs in das hole damn snowflakes,"[""mohammad"", ""bin"", ""salman"", ""al"", ""saud"", ""ordered"", ""the"", ""bone"", ""sawing"", ""of"", ""an"", ""american"", ""journalist"", ""i"", ""said"", ""only"", ""thing"", ""i"", ""wanna"", ""see"", ""or"", ""hear"", ""from"", ""that"", ""camel"", ""jockey"", ""prince"", ""is"", ""screams"", ""bone"", ""sawing"", ""him"", ""up"", ""live"", ""on"", ""t.v."", ""and"", ""twitter"", ""gives"", ""me"", ""<number>"", ""hrs"", ""in"", ""das"", ""hole"", ""damn"", ""snowflakes""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""camel"", ""jockey""]",22,47,2,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""camel"", ""jockey""]"
17027156_gab,train,camel kike spitting on aryan woman,"[""camel"", ""kike"", ""spitting"", ""on"", ""aryan"", ""woman""]",hatespeech,Arab,"[1, 1, 0, 0, 0, 0]","[""camel"", ""kike""]",54,6,2,True,hatespeech,"[0, 1, 0, 0, 0, 0]","[""kike""]"
10399732_gab,train,disgusting maga you see this shit currynigger and race traitor attempting to fund a start up venture for the instant production of vomit,"[""disgusting"", ""maga"", ""you"", ""see"", ""this"", ""shit"", ""currynigger"", ""and"", ""race"", ""traitor"", ""attempting"", ""to"", ""fund"", ""a"", ""start"", ""up"", ""venture"", ""for"", ""the"", ""instant"", ""production"", ""of"", ""vomit""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""currynigger""]",46,23,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""currynigger""]"
8039584_gab,train,part and parcel of living in a big city london muzzie mayor sadiq khan,"[""part"", ""and"", ""parcel"", ""of"", ""living"", ""in"", ""a"", ""big"", ""city"", ""london"", ""muzzie"", ""mayor"", ""sadiq"", ""khan""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[""muzzie""]",32,14,1,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[""muzzie""]"
25905133_gab,train,are we really this stupid as a species europe is turning into a muzzie infested hell hole but o the royal kikes are getting married let us celebrate o boy 😒,"[""are"", ""we"", ""really"", ""this"", ""stupid"", ""as"", ""a"", ""species"", ""europe"", ""is"", ""turning"", ""into"", ""a"", ""muzzie"", ""infested"", ""hell"", ""hole"", ""but"", ""o"", ""the"", ""royal"", ""kikes"", ""are"", ""getting"", ""married"", ""let"", ""us"", ""celebrate"", ""o"", ""boy"", ""\ud83d\ude12""]",hatespeech,Arab,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""muzzie"", ""kikes""]",32,31,2,True,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""muzzie"", ""kikes""]"
